Row.names	gene.symbol	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000032501	Trib1	tribbles homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:2443397]	1620.3159966706	-0.0351201070067179	0.0881590963892182	-0.398371903129137	0.690356065729601	0.83027930422199
ENSMUSG00000032502	Stac	src homology three (SH3) and cysteine rich domain [Source:MGI Symbol;Acc:MGI:1201400]	1.80100383521571	-1.08420927399126	1.73334938160265	-0.625499559118777	0.531643237681943	NA
ENSMUSG00000032504	Pdcd6ip	programmed cell death 6 interacting protein [Source:MGI Symbol;Acc:MGI:1333753]	4764.25407712435	0.12562696759942	0.0749624881677744	1.67586443126397	0.0937647501335104	0.239348411791506
ENSMUSG00000032507	Fbxl2	F-box and leucine-rich repeat protein 2 [Source:MGI Symbol;Acc:MGI:1919429]	93.4018757004248	-0.121062484805376	0.23972692478651	-0.505001617624673	0.613557699817255	0.777636657537419
ENSMUSG00000032508	Myd88	myeloid differentiation primary response gene 88 [Source:MGI Symbol;Acc:MGI:108005]	1053.9177176782	-0.241046162637613	0.100936332134114	-2.388101068675	0.0169356836429317	0.0708349641324505
ENSMUSG00000032511	Scn5a	sodium channel, voltage-gated, type V, alpha [Source:MGI Symbol;Acc:MGI:98251]	0.810799195663064	-0.800281487006954	2.5363633073874	-0.315523207844892	0.752364432987896	NA
ENSMUSG00000032512	Wdr48	WD repeat domain 48 [Source:MGI Symbol;Acc:MGI:1914811]	1301.1183580246	-0.0603130776736984	0.105029105929164	-0.574251081546634	0.565797906995625	0.745883219522093
ENSMUSG00000032513	Gorasp1	golgi reassembly stacking protein 1 [Source:MGI Symbol;Acc:MGI:1921748]	285.837273391484	-0.236795055321989	0.152944164427577	-1.5482451142104	0.121563293340186	0.286609203207702
ENSMUSG00000032514	Ttc21a	tetratricopeptide repeat domain 21A [Source:MGI Symbol;Acc:MGI:1921302]	6.37267981669954	2.0494414546311	0.965241887485686	2.12324131515842	0.0337336355055882	NA
ENSMUSG00000032515	Csrnp1	cysteine-serine-rich nuclear protein 1 [Source:MGI Symbol;Acc:MGI:2387989]	1379.32833442511	0.218343514377313	0.0919587148150961	2.37436457019155	0.0175791837459072	0.0726153680886154
ENSMUSG00000032518	Rpsa	ribosomal protein SA [Source:MGI Symbol;Acc:MGI:105381]	7632.42976900817	-0.0887713741781099	0.11234357382057	-0.790177587904508	0.429424062924006	0.636257232478168
ENSMUSG00000032519	Slc25a38	solute carrier family 25, member 38 [Source:MGI Symbol;Acc:MGI:2384782]	297.163417138649	-0.250445343291822	0.149511905082158	-1.67508629599897	0.0939173013243599	0.239537245837533
ENSMUSG00000032523	Hhatl	hedgehog acyltransferase-like [Source:MGI Symbol;Acc:MGI:1922020]	0.195900833449988	1.56960375280916	4.55528302302354	0.344567778747443	0.730419332744187	NA
ENSMUSG00000032525	Nktr	natural killer tumor recognition sequence [Source:MGI Symbol;Acc:MGI:97346]	1883.79773762495	-0.0944593154673753	0.103177613861874	-0.915502035100657	0.359928134579017	0.570736498446884
ENSMUSG00000032526	Deb1	differentially expressed in B16F10 1 [Source:MGI Symbol;Acc:MGI:1349474]	149.811398237684	-0.0550353628145548	0.206566916023006	-0.266428738319476	0.789909034837157	0.892113621450801
ENSMUSG00000032527	Pccb	propionyl Coenzyme A carboxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:1914154]	352.63860081847	-0.159500053017957	0.146057385649185	-1.09203688885039	0.274816887329	0.483845960740663
ENSMUSG00000032530	Lyzl4	lysozyme-like 4 [Source:MGI Symbol;Acc:MGI:1916282]	0.20770243533911	-0.799684545080961	4.56209215174643	-0.175288994277512	0.860852559180934	NA
ENSMUSG00000032531	Amotl2	angiomotin-like 2 [Source:MGI Symbol;Acc:MGI:1929286]	485.43726379382	0.153168258342837	0.123827266093296	1.23695098159912	0.216105281328595	0.414970590958832
ENSMUSG00000032532	Cck	cholecystokinin [Source:MGI Symbol;Acc:MGI:88297]	1.20729465023433	2.94816524013567	2.16643844449481	1.36083499054742	0.173565841488882	NA
ENSMUSG00000032534	Cep63	centrosomal protein 63 [Source:MGI Symbol;Acc:MGI:2158560]	338.181169083499	0.420668929896648	0.139954775869775	3.00574901629702	0.00264927572097652	0.0175858835827913
ENSMUSG00000032536	Trak1	trafficking protein, kinesin binding 1 [Source:MGI Symbol;Acc:MGI:1914345]	1874.13715627258	-0.215792002040136	0.0855495037252336	-2.52242260496581	0.0116549594196258	0.0535697607097314
ENSMUSG00000032537	Ephb1	Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]	0.594825532921907	-0.141219467176638	2.95271493906489	-0.047826989767377	0.961854126440743	NA
ENSMUSG00000032540	Abhd5	abhydrolase domain containing 5 [Source:MGI Symbol;Acc:MGI:1914719]	725.205257241755	-0.200594252237194	0.106620325191145	-1.88138848645956	0.0599190919130438	0.174421916158428
ENSMUSG00000032547	Ryk	receptor-like tyrosine kinase [Source:MGI Symbol;Acc:MGI:101766]	1913.98686091955	0.201287766373318	0.0829724185211841	2.42595997514434	0.0152679540232456	0.0655921157988045
ENSMUSG00000032548	Slco2a1	solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]	17.1082141099557	0.0981951178349378	0.549581815339445	0.178672428916318	0.858194919321496	0.927075553349249
ENSMUSG00000032549	Rab6b	RAB6B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:107283]	701.625011638235	-0.0333793701796492	0.109941925196649	-0.303609111082464	0.761425709424007	0.87477153765935
ENSMUSG00000032553	Srprb	signal recognition particle receptor, B subunit [Source:MGI Symbol;Acc:MGI:102964]	525.760484470394	-0.0753885572442838	0.131429812163014	-0.573603172701628	0.566236364316462	0.746180431741346
ENSMUSG00000032554	Trf	transferrin [Source:MGI Symbol;Acc:MGI:98821]	4.14846338261262	-0.606440756604228	1.1198441711265	-0.541540307339531	0.588135223104155	NA
ENSMUSG00000032555	Topbp1	topoisomerase (DNA) II binding protein 1 [Source:MGI Symbol;Acc:MGI:1920018]	2353.27036128943	0.0566946490546179	0.0917799586378324	0.617723628295992	0.536757533835886	0.72571475414068
ENSMUSG00000032556	Bfsp2	beaded filament structural protein 2, phakinin [Source:MGI Symbol;Acc:MGI:1333828]	0.55825731407033	-0.226084640227335	3.01164543078664	-0.0750701387076241	0.940158906622768	NA
ENSMUSG00000032557	Uba5	ubiquitin-like modifier activating enzyme 5 [Source:MGI Symbol;Acc:MGI:1913913]	811.948524863477	0.315978407663428	0.114735084293273	2.75398244233437	0.00588749265143855	0.0319108064039838
ENSMUSG00000032558	Nphp3	nephronophthisis 3 (adolescent) [Source:MGI Symbol;Acc:MGI:1921275]	128.394102841222	0.0866647297653591	0.21001135561505	0.412666874662794	0.679850697566472	0.823746430629608
ENSMUSG00000032560	Dnajc13	DnaJ (Hsp40) homolog, subfamily C, member 13 [Source:MGI Symbol;Acc:MGI:2676368]	1825.47986041603	-0.0808731765870119	0.108649841168843	-0.744346937988928	0.456666611540446	0.66040503863307
ENSMUSG00000032561	Acpp	acid phosphatase, prostate [Source:MGI Symbol;Acc:MGI:1928480]	569.143879196501	0.229926709020599	0.125460378014758	1.83266392672238	0.0668525650040568	0.188442019801079
ENSMUSG00000032562	Gnai2	guanine nucleotide binding protein (G protein), alpha inhibiting 2 [Source:MGI Symbol;Acc:MGI:95772]	8238.40249306097	-0.0327999428414221	0.0816732624968091	-0.401599517867963	0.687978784743186	0.828741671067099
ENSMUSG00000032563	Mrpl3	mitochondrial ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:2137204]	1003.67105216898	-0.100654181518923	0.102416193980084	-0.982795567842494	0.325708063662064	0.536823775673296
ENSMUSG00000032565	Nudt16	nudix (nucleoside diphosphate linked moiety X)-type motif 16 [Source:MGI Symbol;Acc:MGI:1922936]	154.869827348903	0.159090590235436	0.198098455362086	0.803088494277498	0.421923587428005	0.628973882779721
ENSMUSG00000032567	Aste1	asteroid homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1913845]	173.065153333347	0.358194266400424	0.197846057679452	1.81046956710538	0.0702229996198036	0.194967954773198
ENSMUSG00000032570	Atp2c1	ATPase, Ca++-sequestering [Source:MGI Symbol;Acc:MGI:1889008]	946.234306969868	0.207496860153314	0.0971352481416282	2.1361644112009	0.0326660151460293	0.113803791957783
ENSMUSG00000032571	Pik3r4	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150 [Source:MGI Symbol;Acc:MGI:1922919]	789.952052501706	-0.182883941907046	0.11449325711824	-1.59733373396983	0.110191335052566	0.267504109024685
ENSMUSG00000032572	Col6a4	collagen, type VI, alpha 4 [Source:MGI Symbol;Acc:MGI:1915803]	2.00396541763984	-2.43099081883236	2.00695259785539	-1.21128462198365	0.225786340387572	NA
ENSMUSG00000032575	Manf	mesencephalic astrocyte-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1922090]	2429.62389418308	0.0975644649627924	0.0944908390076491	1.03252829573134	0.301824699250006	0.513598992834855
ENSMUSG00000032577	Mapkapk3	mitogen-activated protein kinase-activated protein kinase 3 [Source:MGI Symbol;Acc:MGI:2143163]	180.521733947475	-0.141825592025589	0.183038517231593	-0.77484014933393	0.438434121633134	0.644206010265627
ENSMUSG00000032578	Cish	cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159]	47.1377582929089	0.868440597790051	0.344593817502787	2.52018624153937	0.0117292755570988	0.053789690162942
ENSMUSG00000032579	Hemk1	HemK methyltransferase family member 1 [Source:MGI Symbol;Acc:MGI:1916786]	16.6180639278979	0.377563514328451	0.553352974740018	0.682319480627788	0.49503695760255	0.692256956537327
ENSMUSG00000032580	Rbm5	RNA binding motif protein 5 [Source:MGI Symbol;Acc:MGI:1933204]	1732.03157040256	0.169817083488859	0.0912709312889482	1.860582346325	0.0628031797551239	0.180109846814195
ENSMUSG00000032582	Rbm6	RNA binding motif protein 6 [Source:MGI Symbol;Acc:MGI:1338037]	873.393866918647	0.211739099848902	0.107756361465201	1.96498004358917	0.0494165473571351	0.153173710847205
ENSMUSG00000032583	Mon1a	MON1 homolog A (yeast) [Source:MGI Symbol;Acc:MGI:1920075]	140.65539044222	-0.229836311689022	0.200997767939723	-1.14347693531576	0.252840625627029	0.458459269724312
ENSMUSG00000032584	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:MGI Symbol;Acc:MGI:99614]	5.03927984446885	1.04259187195679	1.00537563212008	1.03701724872547	0.299727818569752	NA
ENSMUSG00000032586	Traip	TRAF-interacting protein [Source:MGI Symbol;Acc:MGI:1096377]	252.002129824055	-0.0273676039662201	0.157840530930634	-0.173387683156282	0.862346705896574	0.929501965146541
ENSMUSG00000032589	Bsn	bassoon [Source:MGI Symbol;Acc:MGI:1277955]	284.919347605363	0.036506161637176	0.147978221137162	0.246699557249969	0.805140749239182	0.899156176959665
ENSMUSG00000032590	Apeh	acylpeptide hydrolase [Source:MGI Symbol;Acc:MGI:88041]	1016.30615507061	-0.370447014015937	0.107633921898483	-3.44173107772966	0.000578004558473527	0.00539264543689838
ENSMUSG00000032591	Mst1	macrophage stimulating 1 (hepatocyte growth factor-like) [Source:MGI Symbol;Acc:MGI:96080]	16.7577533617118	-0.0798647183488443	0.557711337970943	-0.143200815388489	0.886131585872625	0.941688173806613
ENSMUSG00000032593	Amigo3	adhesion molecule with Ig like domain 3 [Source:MGI Symbol;Acc:MGI:2444854]	47.405598547481	-0.520152079796074	0.343858737151826	-1.51269118273533	0.130358120310989	0.299978659949463
ENSMUSG00000032594	Ip6k1	inositol hexaphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:1351633]	1625.42888861268	-0.224075946873272	0.0851256476540987	-2.63229652928794	0.00848098056972597	0.0422282879000565
ENSMUSG00000032595	Cdhr4	cadherin-related family member 4 [Source:MGI Symbol;Acc:MGI:1916648]	1.51192417147961	0.996872932927985	1.95641622352767	0.509540311994805	0.610373549487292	NA
ENSMUSG00000032596	Uba7	ubiquitin-like modifier activating enzyme 7 [Source:MGI Symbol;Acc:MGI:1349462]	580.557281794583	0.118097980706194	0.114417861825162	1.03216384944036	0.301995366991074	0.513674362545565
ENSMUSG00000032598	Nckipsd	NCK interacting protein with SH3 domain [Source:MGI Symbol;Acc:MGI:1931834]	260.031736034253	-0.139149907899986	0.156734800107106	-0.887804800241533	0.374645760383656	0.584572028422048
ENSMUSG00000032599	Ip6k2	inositol hexaphosphate kinase 2 [Source:MGI Symbol;Acc:MGI:1923750]	604.976979052429	0.141391165592461	0.114179372856428	1.23832494482388	0.215595598038748	0.414377227588164
ENSMUSG00000032601	Prkar2a	protein kinase, cAMP dependent regulatory, type II alpha [Source:MGI Symbol;Acc:MGI:108025]	2130.34852350303	0.102498920940364	0.0852516005703073	1.20231081005725	0.229243130221138	0.430789140070358
ENSMUSG00000032602	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20 [Source:MGI Symbol;Acc:MGI:1928738]	552.037313927745	-0.179513428320014	0.122700975930507	-1.46301548914886	0.143463140689951	0.318998821585204
ENSMUSG00000032604	Qars	glutaminyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1915851]	3720.21741225854	-0.288936544246035	0.0782397071479429	-3.69296556414362	0.000221654047218938	0.00253788680919036
ENSMUSG00000032606	Nicn1	nicolin 1 [Source:MGI Symbol;Acc:MGI:1913507]	420.977586622923	-0.143050434689269	0.128327844936577	-1.11472638506451	0.264967690727423	0.472459742696496
ENSMUSG00000032607	Amt	aminomethyltransferase [Source:MGI Symbol;Acc:MGI:3646700]	59.6578777172223	0.588077796036081	0.296891266114737	1.98078509931246	0.0476153785322226	0.149452233158796
ENSMUSG00000032609	Klhdc8b	kelch domain containing 8B [Source:MGI Symbol;Acc:MGI:1925517]	16.1100826951423	0.103437737453227	0.561846667751957	0.184103143064102	0.853932540817678	0.925340211741826
ENSMUSG00000032612	Usp4	ubiquitin specific peptidase 4 (proto-oncogene) [Source:MGI Symbol;Acc:MGI:98905]	2262.74122848456	-0.272203879483059	0.0841309557915981	-3.2354782721991	0.00121439127610128	0.00969128744815384
ENSMUSG00000032615	Nt5m	5',3'-nucleotidase, mitochondrial [Source:MGI Symbol;Acc:MGI:1917127]	298.872764402027	-0.223505971695276	0.145241555093597	-1.53885691702518	0.123839231026877	0.289949802411838
ENSMUSG00000032621	Srek1	splicing regulatory glutamine/lysine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2145245]	1269.20491517873	0.457150356116247	0.0923576653485528	4.94978250468964	7.42964616032428e-07	2.35929961664047e-05
ENSMUSG00000032623	Oas1d	2'-5' oligoadenylate synthetase 1D [Source:MGI Symbol;Acc:MGI:2140770]	0.362356480620342	-1.63352783592086	3.69111877700826	-0.44255629108876	0.658086705822699	NA
ENSMUSG00000032624	Eml4	echinoderm microtubule associated protein like 4 [Source:MGI Symbol;Acc:MGI:1926048]	1352.8589964067	-0.026536395376594	0.10291666527042	-0.257843521327356	0.796527674645273	0.895359371738981
ENSMUSG00000032625	Thsd7a	thrombospondin, type I, domain containing 7A [Source:MGI Symbol;Acc:MGI:2685683]	12.0356065581653	0.513210321726015	0.655823609510316	0.782543223945863	0.433895393381099	0.640330286739971
ENSMUSG00000032633	Flcn	folliculin [Source:MGI Symbol;Acc:MGI:2442184]	506.567797364333	-0.226991384805279	0.121818461231074	-1.86335784011181	0.0624119374490408	0.179324025743074
ENSMUSG00000032637	Atxn2l	ataxin 2-like [Source:MGI Symbol;Acc:MGI:2446242]	2744.41105213291	0.0159764598888607	0.0825387331358214	0.193563182785598	0.846517928789096	0.921152920190455
ENSMUSG00000032640	Chsy1	chondroitin sulfate synthase 1 [Source:MGI Symbol;Acc:MGI:2681120]	1321.24630860508	0.0515142568915651	0.0895463188935464	0.575280564607081	0.565101563675836	0.745873176503938
ENSMUSG00000032641	Gpr19	G protein-coupled receptor 19 [Source:MGI Symbol;Acc:MGI:892973]	148.227281126177	-0.100357170560185	0.194303443971253	-0.516497126911617	0.605507245077217	0.771120445097186
ENSMUSG00000032643	Fhl3	four and a half LIM domains 3 [Source:MGI Symbol;Acc:MGI:1341092]	1125.96979106074	-0.313421303161457	0.0964181084342981	-3.25064770768689	0.00115142438949714	0.0092921700896943
ENSMUSG00000032648	Pygm	muscle glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97830]	21.521385372006	1.18245646153266	0.490160533801385	2.41238610616454	0.0158484881706658	0.0676431448208258
ENSMUSG00000032649	Colgalt2	collagen beta(1-O)galactosyltransferase 2 [Source:MGI Symbol;Acc:MGI:2138232]	1.17315567628341	-1.52226816214827	2.25325853482216	-0.675585219637666	0.499304028242455	NA
ENSMUSG00000032652	Crebl2	cAMP responsive element binding protein-like 2 [Source:MGI Symbol;Acc:MGI:1889385]	173.222916179212	0.190051661098074	0.185217967787854	1.02609732396889	0.304845711556036	0.51588846860554
ENSMUSG00000032656	March3	membrane-associated ring finger (C3HC4) 3 [Source:MGI Symbol;Acc:MGI:2443667]	5.49750934665264	-0.322685036338027	0.973744951644999	-0.331385580785706	0.740353255054467	NA
ENSMUSG00000032657	Fam189b	family with sequence similarity 189, member B [Source:MGI Symbol;Acc:MGI:1915771]	25.7150955302428	0.867495153964791	0.443880777812222	1.95434269138767	0.0506607032476778	0.155959761525419
ENSMUSG00000032661	Oas3	2'-5' oligoadenylate synthetase 3 [Source:MGI Symbol;Acc:MGI:2180850]	905.832538530993	0.0520344198834263	0.103304970695188	0.503697155454013	0.614474207589577	0.778078762964414
ENSMUSG00000032667	Pon2	paraoxonase 2 [Source:MGI Symbol;Acc:MGI:106687]	773.43188099445	0.3093755097007	0.10664337929041	2.90102875358265	0.00371939747598808	0.0225195297031771
ENSMUSG00000032673	Prorsd1	prolyl-tRNA synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915189]	155.205445677553	0.374289795418025	0.196298052193218	1.90674227908083	0.0565539691699985	0.167525111248488
ENSMUSG00000032679	Cd59a	CD59a antigen [Source:MGI Symbol;Acc:MGI:109177]	6.78985197895212	-0.012068558605295	0.862011796236615	-0.0140004564415291	0.988829616885279	NA
ENSMUSG00000032688	Malt1	mucosa associated lymphoid tissue lymphoma translocation gene 1 [Source:MGI Symbol;Acc:MGI:2445027]	265.855385932015	0.380322151937058	0.159815273760007	2.37976097646451	0.0173238710424579	0.0718283860903542
ENSMUSG00000032690	Oas2	2'-5' oligoadenylate synthetase 2 [Source:MGI Symbol;Acc:MGI:2180852]	484.076873283822	0.0981030783040981	0.142804416895348	0.686975098088116	0.492098420837113	0.690046934646706
ENSMUSG00000032691	Nlrp3	NLR family, pyrin domain containing 3 [Source:MGI Symbol;Acc:MGI:2653833]	68.3802189941657	-0.243202762695568	0.286501257633638	-0.848871536216996	0.395952778856074	0.60570429933037
ENSMUSG00000032698	Lmo2	LIM domain only 2 [Source:MGI Symbol;Acc:MGI:102811]	26.8223720668168	0.154573048101762	0.434523424049106	0.355730070110774	0.722042723457641	0.849781774909996
ENSMUSG00000032702	Kank1	KN motif and ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:2147707]	4.82367354663661	-0.853351720093919	1.06213551311855	-0.80343017397882	0.4217261405415	NA
ENSMUSG00000032705	Exd2	exonuclease 3'-5' domain containing 2 [Source:MGI Symbol;Acc:MGI:1922485]	612.944797041104	0.0572387475206711	0.111253560422308	0.514489130086249	0.60691005815528	0.772108633192018
ENSMUSG00000032714	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1918959]	703.350593089106	-0.108428715161085	0.106504989054803	-1.01806230978806	0.308648345445703	0.518891970985463
ENSMUSG00000032715	Trib3	tribbles homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345675]	270.680520281729	-0.773463643382263	0.157463491293013	-4.91201888787654	9.01433668055389e-07	2.75830114764769e-05
ENSMUSG00000032717	Mdfi	MyoD family inhibitor [Source:MGI Symbol;Acc:MGI:107687]	3.69891953798349	-2.34732179091358	1.42349445058989	-1.64898555799839	0.0991505934442512	NA
ENSMUSG00000032718	Mansc1	MANSC domain containing 1 [Source:MGI Symbol;Acc:MGI:1914979]	2.18454949306774	0.547852030830576	1.47610409533125	0.371147287351461	0.710527832049724	NA
ENSMUSG00000032719	Sbspon	somatomedin B and thrombospondin, type 1 domain containing [Source:MGI Symbol;Acc:MGI:2684952]	1.48715755451716	0.184721777048299	1.8746658449682	0.098535841757672	0.921506812820208	NA
ENSMUSG00000032724	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2139365]	190.07276528034	0.0744605463280851	0.173536316733253	0.429077600180602	0.667866752897719	0.816192341635075
ENSMUSG00000032725	Folr2	folate receptor 2 (fetal) [Source:MGI Symbol;Acc:MGI:95569]	20.6872149310584	-1.53331889409397	0.54895128084923	-2.7931784615238	0.00521928885579033	0.0292750728185406
ENSMUSG00000032726	Bmp8a	bone morphogenetic protein 8a [Source:MGI Symbol;Acc:MGI:104515]	2.41233997605213	0.420540568416141	1.53828542800141	0.273382664075887	0.784559077467257	NA
ENSMUSG00000032727	Mier3	mesoderm induction early response 1, family member 3 [Source:MGI Symbol;Acc:MGI:2442317]	506.633236609457	0.190338178731373	0.119958524861143	1.58669989441515	0.11258063027396	0.271681813884954
ENSMUSG00000032733	Snx33	sorting nexin 33 [Source:MGI Symbol;Acc:MGI:2443239]	530.797830820571	-0.401864588049307	0.118007454233247	-3.40541697692252	0.00066063097537533	0.00596721045461242
ENSMUSG00000032735	Ablim3	actin binding LIM protein family, member 3 [Source:MGI Symbol;Acc:MGI:2442582]	3.88651729714185	-0.753571908687566	1.20740967157303	-0.624122803079591	0.532546939454076	NA
ENSMUSG00000032737	Inppl1	inositol polyphosphate phosphatase-like 1 [Source:MGI Symbol;Acc:MGI:1333787]	2072.30678624376	-0.258775489173579	0.0817170633785222	-3.16672526489239	0.00154165891278914	0.0117127655966048
ENSMUSG00000032739	Pram1	PML-RAR alpha-regulated adaptor molecule 1 [Source:MGI Symbol;Acc:MGI:3576625]	1.09278626353543	1.26126811461667	2.26036747598363	0.557992506978457	0.576849500824999	NA
ENSMUSG00000032740	Ccdc88a	coiled coil domain containing 88A [Source:MGI Symbol;Acc:MGI:1925177]	1055.45890434896	-0.0420816423819609	0.115254522872679	-0.36511922771524	0.715022408626396	0.843881460587521
ENSMUSG00000032741	Tpcn1	two pore channel 1 [Source:MGI Symbol;Acc:MGI:2182472]	4620.5753102667	-0.434149010920102	0.0768196888320734	-5.65153305774442	1.59023095487008e-08	8.93803879665223e-07
ENSMUSG00000032744	Heyl	hairy/enhancer-of-split related with YRPW motif-like [Source:MGI Symbol;Acc:MGI:1860511]	5.42793372014478	-0.0236972423539705	0.972589859109341	-0.0243650929855175	0.980561391816776	NA
ENSMUSG00000032745	Gpbp1	GC-rich promoter binding protein 1 [Source:MGI Symbol;Acc:MGI:1920524]	1659.43781246159	0.128070572552966	0.0912674383916885	1.40324495581141	0.160543806036361	0.344054687312369
ENSMUSG00000032750	Gab3	growth factor receptor bound protein 2-associated protein 3 [Source:MGI Symbol;Acc:MGI:2387324]	9.85920372530403	0.473699781364758	0.737786038896284	0.642055767378582	0.520836974357439	0.712005164272938
ENSMUSG00000032754	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 [Source:MGI Symbol;Acc:MGI:2180781]	573.010864698275	-0.236545063600847	0.117262245618471	-2.0172312269243	0.0436713887506611	0.140028639081136
ENSMUSG00000032757	Bet1	blocked early in transport 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1343104]	720.591156444465	0.398912576726351	0.106773034936905	3.73607977858902	0.000186911390244353	0.00223889734051046
ENSMUSG00000032763	Ilvbl	ilvB (bacterial acetolactate synthase)-like [Source:MGI Symbol;Acc:MGI:1351911]	511.008048486964	-0.328057127052975	0.123263442391757	-2.66143084021896	0.00778093237353865	0.0393695806485188
ENSMUSG00000032766	Gng11	guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]	456.737984934723	0.179019564213596	0.12869808676584	1.39100408337315	0.164224188514954	0.348815494644025
ENSMUSG00000032769	Trpa1	transient receptor potential cation channel, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:3522699]	64.0560748863213	-0.200776182495241	0.292763217959167	-0.685797156811016	0.492841029473873	0.690454069781204
ENSMUSG00000032776	Mctp2	multiple C2 domains, transmembrane 2 [Source:MGI Symbol;Acc:MGI:2685335]	280.83311336298	-0.0793454207107227	0.149911565876487	-0.529281515050653	0.596610176686555	0.766188989053818
ENSMUSG00000032777	Gtf3c1	general transcription factor III C 1 [Source:MGI Symbol;Acc:MGI:107887]	2405.50246826989	-0.558279645700737	0.0886374957420187	-6.29845914561511	3.00618933399446e-10	2.59982076161195e-08
ENSMUSG00000032782	Cntrob	centrobin, centrosomal BRCA2 interacting protein [Source:MGI Symbol;Acc:MGI:2443290]	447.296713463841	-0.104011929556166	0.124631681510383	-0.834554491247082	0.40396859447295	0.612457172821479
ENSMUSG00000032783	Troap	trophinin associated protein [Source:MGI Symbol;Acc:MGI:1925983]	263.467987273033	0.0719591991959734	0.154644319016676	0.465320676850818	0.641701829768479	0.797890497827759
ENSMUSG00000032786	Alas1	aminolevulinic acid synthase 1 [Source:MGI Symbol;Acc:MGI:87989]	685.985528145063	-0.305412482388964	0.108735708985797	-2.80875974633925	0.00497327454386188	0.0282459756813469
ENSMUSG00000032788	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase [Source:MGI Symbol;Acc:MGI:1351869]	828.658035933496	-0.600335525122537	0.108026491029933	-5.55729913467419	2.73980991068483e-08	1.49148402012905e-06
ENSMUSG00000032796	Lama1	laminin, alpha 1 [Source:MGI Symbol;Acc:MGI:99892]	6.04037099056762	0.9830485499576	0.975221314535656	1.00802611192483	0.31344192684528	NA
ENSMUSG00000032802	Srxn1	sulfiredoxin 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104971]	2017.19072621424	-0.285141026716066	0.0838312560536057	-3.40136889436242	0.000670492815162693	0.00603839688928647
ENSMUSG00000032803	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3 [Source:MGI Symbol;Acc:MGI:2448759]	4533.44931891688	0.265870970178491	0.0781844647328727	3.40056008680079	0.000672479545456782	0.00604735662042772
ENSMUSG00000032806	Slc10a3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3 [Source:MGI Symbol;Acc:MGI:95048]	388.771361656703	-0.419441857719465	0.142171884785835	-2.95024475726199	0.00317522280593587	0.0202609455235908
ENSMUSG00000032812	Arap1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:MGI Symbol;Acc:MGI:1916960]	1243.65723728503	-0.37435091081888	0.0922678923018515	-4.05721753775628	4.96608223199088e-05	0.000760758878604231
ENSMUSG00000032815	Fanca	Fanconi anemia, complementation group A [Source:MGI Symbol;Acc:MGI:1341823]	1440.63612098695	-0.305256820925303	0.0992106434785656	-3.07685556934477	0.00209196636314321	0.0146042625165707
ENSMUSG00000032816	Igdcc4	immunoglobulin superfamily, DCC subclass, member 4 [Source:MGI Symbol;Acc:MGI:1858497]	9.34013272959208	-0.524867045984654	0.753786955900201	-0.696306883365788	0.486236663360754	0.685690976410436
ENSMUSG00000032826	Ank2	ankyrin 2, brain [Source:MGI Symbol;Acc:MGI:88025]	19.7209626728857	-0.039004949418281	0.51548818025987	-0.0756660402933346	0.939684794430152	0.969044513177702
